Char	Lexicality	Key	PY	Pho	IPA	Tone	Onset	SyStruct	SyLen	PyLen	SegLen	PhoLen	Dom_POS	Freq_Dom_POS	Percent_Dom_POS	Other_POSes	FreqPM	Homophones	HD	PND	Sub_PND	Add_PND	Del_PND	Neighbors	NF	CC	CS	Btw	Close	Eigen	PY_T	PY_NoT	IPA_T	IPA_NoT
偻	added	loU	lou	l o U	loʊ	NA	l	CVV	1	3	3	3	added	0	0	NA	0	喽, 楼, 娄, 搂, 篓, 漏, 瘘, 陋	8	28	25	2	1	i o U, Ji o U, t o U, z o U, S o U, k o U, x o U, T o U, l a U, Qi o U, li o U, Z o U, C o U, Xi o U, K o U, ti o U, ni o U, m o U, r o U, s o U, l o N, c o U, f o U, mi o U, P o U, i l o U, l o U i, o U	150402.4	0.73	NA	NA	NA	NA	NA	NA	NA	NA
庐	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
碌	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
轳	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
鸬	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
栌	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
麓	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
芦	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
魯	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
漉	added	lu	lu	l u	lu	NA	l	CV	1	2	2	2	added	0	0	NA	0	噜, 撸, 卢, 垆, 泸, 炉, 籚, 芦, 颅, 鲈, 卤, 掳, 橹, 虏, 镥, 鲁, 录, 戮, 潞, 璐, 碌, 禄, 赂, 路, 辘, 陆, 露, 鹭, 鹿	29	30	23	6	1	l @, p u, l i, C u, Z u, l a, S u, f u, t u, K u, r u, z u, k u, T u, x u, m u, l y, s u, P u, i u, n u, c u, u u, l i u, l u n, i l u, l u y, y l u, l u i, u	113189.601449	0.47	NA	NA	NA	NA	NA	NA	NA	NA
滦	added	luan	luan	lu a n	luan	NA	l	CGVN	1	4	4	3	added	0	0	NA	0	娈, 孪, 峦, 挛, 鸾, 卵, 乱	7	35	34	0	1	xu a n, K a n, t a n, u a n, p a n, Cu a n, T a n, ku a n, s a n, n a n, k a n, Z a n, su a n, f a n, tu a n, S a n, m a n, Zu a n, l a n, x a n, P a n, c a n, C a n, z a n, r a n, Tu a n, Ku a n, zu a n, ru a n, nu a n, Su a n, i a n, cu a n, y a n, a n	27590.6764706	1	NA	NA	NA	NA	NA	NA	NA	NA
脔	added	luan	luan	lu a n	luan	NA	l	CGVN	1	4	4	3	added	0	0	NA	0	娈, 孪, 峦, 挛, 鸾, 卵, 乱	7	35	34	0	1	xu a n, K a n, t a n, u a n, p a n, Cu a n, T a n, ku a n, s a n, n a n, k a n, Z a n, su a n, f a n, tu a n, S a n, m a n, Zu a n, l a n, x a n, P a n, c a n, C a n, z a n, r a n, Tu a n, Ku a n, zu a n, ru a n, nu a n, Su a n, i a n, cu a n, y a n, a n	27590.6764706	1	NA	NA	NA	NA	NA	NA	NA	NA
纶	added	lun	lun	l u n	lun	NA	l	CVN	1	3	3	3	added	0	0	NA	0	抡, 仑, 伦, 沦, 轮, 论	6	22	16	5	1	l a n, x u n, t u n, k u n, C u n, Z u n, c u n, K u n, l i n, T u n, S u n, z u n, s u n, r u n, l u y, l u i, u l u n, l u i n, l u n i, i l u n, y l u n, l u	14702.2625	0.33	NA	NA	NA	NA	NA	NA	NA	NA
囵	added	lun	lun	l u n	lun	NA	l	CVN	1	3	3	3	added	0	0	NA	0	抡, 仑, 伦, 沦, 轮, 论	6	22	16	5	1	l a n, x u n, t u n, k u n, C u n, Z u n, c u n, K u n, l i n, T u n, S u n, z u n, s u n, r u n, l u y, l u i, u l u n, l u i n, l u n i, i l u n, y l u n, l u	14702.2625	0.33	NA	NA	NA	NA	NA	NA	NA	NA
猡	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
囉	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
邏	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
羅	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
頱	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
絡	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
捋	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
囖	added	luo	luo	lu o	luo	NA	l	CGV	1	3	3	2	added	0	0	NA	0	啰, 箩, 罗, 萝, 螺, 逻, 锣, 骡, 裸, 摞, 洛, 珞, 络, 落, 酪, 骆	16	18	15	3	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o, lu o u, i lu o, lu o i	156505.533333	0.69	NA	NA	NA	NA	NA	NA	NA	NA
褛	added	ly	lv	l y	ly	NA	l	CV	1	2	2	2	added	0	0	NA	0	闾, 驴, 侣, 吕, 屡, 履, 旅, 缕, 铝, 律, 氯, 滤, 绿, 虑	14	18	12	5	1	l @, Q y, l i, l a, J y, l u, n y, X y, @ y, i y, y y, u y, l i y, i l y, l @ y, l u y, l y i, y	137988.816667	0.35	NA	NA	NA	NA	NA	NA	NA	NA
濾	added	ly	lv	l y	ly	NA	l	CV	1	2	2	2	added	0	0	NA	0	闾, 驴, 侣, 吕, 屡, 履, 旅, 缕, 铝, 律, 氯, 滤, 绿, 虑	14	18	12	5	1	l @, Q y, l i, l a, J y, l u, n y, X y, @ y, i y, y y, u y, l i y, i l y, l @ y, l u y, l y i, y	137988.816667	0.35	NA	NA	NA	NA	NA	NA	NA	NA
榈	added	ly	lv	l y	ly	NA	l	CV	1	2	2	2	added	0	0	NA	0	闾, 驴, 侣, 吕, 屡, 履, 旅, 缕, 铝, 律, 氯, 滤, 绿, 虑	14	18	12	5	1	l @, Q y, l i, l a, J y, l u, n y, X y, @ y, i y, y y, u y, l i y, i l y, l @ y, l u y, l y i, y	137988.816667	0.35	NA	NA	NA	NA	NA	NA	NA	NA
嚒	added	m@	me	m @	mə	NA	m	CV	1	2	2	2	added	0	0	NA	0	NA	NA	21	18	2	1	t @, l @, Z @, m a, k @, n @, K @, C @, x @, m i, S @, r @, T @, m u, s @, z @, c @, y @, m @ n, m @ N, @	262641.166667	0.59	NA	NA	NA	NA	NA	NA	NA	NA
麼	added	m@	me	m @	mə	NA	m	CV	1	2	2	2	added	0	0	NA	0	NA	NA	21	18	2	1	t @, l @, Z @, m a, k @, n @, K @, C @, x @, m i, S @, r @, T @, m u, s @, z @, c @, y @, m @ n, m @ N, @	262641.166667	0.59	NA	NA	NA	NA	NA	NA	NA	NA
嚰	added	m@	me	m @	mə	NA	m	CV	1	2	2	2	added	0	0	NA	0	NA	NA	21	18	2	1	t @, l @, Z @, m a, k @, n @, K @, C @, x @, m i, S @, r @, T @, m u, s @, z @, c @, y @, m @ n, m @ N, @	262641.166667	0.59	NA	NA	NA	NA	NA	NA	NA	NA
掹	added	m@N	meng	m @ N	məŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	蒙, 懵, 朦, 盟, 萌, 猛, 獴, 蠓, 锰, 孟, 梦	11	23	21	2	0	n @ N, m @ n, t @ N, Z @ N, C @ N, S @ N, m i N, f @ N, m a N, r @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @ m @ N, m @ N i	18878.6666667	0.61	NA	NA	NA	NA	NA	NA	NA	NA
矇	added	m@N	meng	m @ N	məŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	蒙, 懵, 朦, 盟, 萌, 猛, 獴, 蠓, 锰, 孟, 梦	11	23	21	2	0	n @ N, m @ n, t @ N, Z @ N, C @ N, S @ N, m i N, f @ N, m a N, r @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @ m @ N, m @ N i	18878.6666667	0.61	NA	NA	NA	NA	NA	NA	NA	NA
蜢	added	m@N	meng	m @ N	məŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	蒙, 懵, 朦, 盟, 萌, 猛, 獴, 蠓, 锰, 孟, 梦	11	23	21	2	0	n @ N, m @ n, t @ N, Z @ N, C @ N, S @ N, m i N, f @ N, m a N, r @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @ m @ N, m @ N i	18878.6666667	0.61	NA	NA	NA	NA	NA	NA	NA	NA
擝	added	m@N	meng	m @ N	məŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	蒙, 懵, 朦, 盟, 萌, 猛, 獴, 蠓, 锰, 孟, 梦	11	23	21	2	0	n @ N, m @ n, t @ N, Z @ N, C @ N, S @ N, m i N, f @ N, m a N, r @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @ m @ N, m @ N i	18878.6666667	0.61	NA	NA	NA	NA	NA	NA	NA	NA
蒙	added	m@N	meng	m @ N	məŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	蒙, 懵, 朦, 盟, 萌, 猛, 獴, 蠓, 锰, 孟, 梦	11	23	21	2	0	n @ N, m @ n, t @ N, Z @ N, C @ N, S @ N, m i N, f @ N, m a N, r @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @ m @ N, m @ N i	18878.6666667	0.61	NA	NA	NA	NA	NA	NA	NA	NA
檬	added	m@N	meng	m @ N	məŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	蒙, 懵, 朦, 盟, 萌, 猛, 獴, 蠓, 锰, 孟, 梦	11	23	21	2	0	n @ N, m @ n, t @ N, Z @ N, C @ N, S @ N, m i N, f @ N, m a N, r @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @ m @ N, m @ N i	18878.6666667	0.61	NA	NA	NA	NA	NA	NA	NA	NA
們	added	m@n	men	m @ n	mən	NA	m	CVN	1	3	3	3	added	0	0	NA	0	们, 闷, 钔, 门, 暪, 焖	6	20	17	2	1	x @ n, r @ n, Z @ n, k @ n, u @ n, f @ n, S @ n, p @ n, m a n, m @ N, K @ n, C @ n, z @ n, P @ n, s @ n, m i n, n @ n, y m @ n, u m @ n, @ n	79223.4705882	0.57	NA	NA	NA	NA	NA	NA	NA	NA
門	added	m@n	men	m @ n	mən	NA	m	CVN	1	3	3	3	added	0	0	NA	0	们, 闷, 钔, 门, 暪, 焖	6	20	17	2	1	x @ n, r @ n, Z @ n, k @ n, u @ n, f @ n, S @ n, p @ n, m a n, m @ N, K @ n, C @ n, z @ n, P @ n, s @ n, m i n, n @ n, y m @ n, u m @ n, @ n	79223.4705882	0.57	NA	NA	NA	NA	NA	NA	NA	NA
懑	added	m@n	men	m @ n	mən	NA	m	CVN	1	3	3	3	added	0	0	NA	0	们, 闷, 钔, 门, 暪, 焖	6	20	17	2	1	x @ n, r @ n, Z @ n, k @ n, u @ n, f @ n, S @ n, p @ n, m a n, m @ N, K @ n, C @ n, z @ n, P @ n, s @ n, m i n, n @ n, y m @ n, u m @ n, @ n	79223.4705882	0.57	NA	NA	NA	NA	NA	NA	NA	NA
扪	added	m@n	men	m @ n	mən	NA	m	CVN	1	3	3	3	added	0	0	NA	0	们, 闷, 钔, 门, 暪, 焖	6	20	17	2	1	x @ n, r @ n, Z @ n, k @ n, u @ n, f @ n, S @ n, p @ n, m a n, m @ N, K @ n, C @ n, z @ n, P @ n, s @ n, m i n, n @ n, y m @ n, u m @ n, @ n	79223.4705882	0.57	NA	NA	NA	NA	NA	NA	NA	NA
捫	added	m@n	men	m @ n	mən	NA	m	CVN	1	3	3	3	added	0	0	NA	0	们, 闷, 钔, 门, 暪, 焖	6	20	17	2	1	x @ n, r @ n, Z @ n, k @ n, u @ n, f @ n, S @ n, p @ n, m a n, m @ N, K @ n, C @ n, z @ n, P @ n, s @ n, m i n, n @ n, y m @ n, u m @ n, @ n	79223.4705882	0.57	NA	NA	NA	NA	NA	NA	NA	NA
们儿	added	m@r	menr	m @ r	məɹ	NA	m	CVR	1	4	3	3	added	0	0	NA	0	NA	NA	10	9	0	1	m @ n, Z @ r, m @ N, y @ r, f @ r, i @ r, k @ r, m i r, u @ r, @ r	63732.1111111	0.49	NA	NA	NA	NA	NA	NA	NA	NA
蟆	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
杩	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
瑪	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
嬷	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
蚂	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
嘛	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
祃	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
馬	added	ma	ma	m a	ma	NA	m	CV	1	2	2	2	added	0	0	NA	0	吗, 妈, 嬷, 嘛, 麻, 玛, 码, 蚂, 马, 唛, 骂	11	37	30	6	1	T a, p a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, m i, P a, x a, ku a, z a, K a, m u, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, m a I, m a N, m a n, m a U, i m a, m a i, a	197778.166667	0.63	NA	NA	NA	NA	NA	NA	NA	NA
邁	added	maI	mai	m a I	maɪ	NA	m	CVV	1	3	3	3	added	0	0	NA	0	埋, 霾, 买, 卖, 迈, 麦	6	32	27	3	2	z a I, l a I, m e I, T a I, Ku a I, t a I, c a I, k a I, x a I, K a I, P a I, xu a I, m a N, m a n, p a I, m a U, ku a I, u a I, Su a I, s a I, n a I, C a I, Z a I, S a I, Zu a I, m a i, Cu a I, i m a I, m u a I, m a I i, m a, a I	209995.388889	0.53	NA	NA	NA	NA	NA	NA	NA	NA
䙪	added	maN	mang	m a N	maŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	忙, 痝, 盲, 芒, 茫, 莽, 蟒	7	39	36	1	2	Xi a N, r a N, S a N, li a N, p a N, Ji a N, t a N, Z a N, m a I, f a N, C a N, Qi a N, u a N, m i N, k a N, Zu a N, Cu a N, m a n, T a N, i a N, m a U, Su a N, m @ N, c a N, ku a N, l a N, Ku a N, xu a N, P a N, ni a N, z a N, K a N, s a N, x a N, m a i, n a N, m a N y, m a, a N	172953.166667	0.64	NA	NA	NA	NA	NA	NA	NA	NA
氓	added	maN	mang	m a N	maŋ	NA	m	CVN	1	4	3	3	added	0	0	NA	0	忙, 痝, 盲, 芒, 茫, 莽, 蟒	7	39	36	1	2	Xi a N, r a N, S a N, li a N, p a N, Ji a N, t a N, Z a N, m a I, f a N, C a N, Qi a N, u a N, m i N, k a N, Zu a N, Cu a N, m a n, T a N, i a N, m a U, Su a N, m @ N, c a N, ku a N, l a N, Ku a N, xu a N, P a N, ni a N, z a N, K a N, s a N, x a N, m a i, n a N, m a N y, m a, a N	172953.166667	0.64	NA	NA	NA	NA	NA	NA	NA	NA
袤	added	maU	mao	m a U	maʊ	NA	m	CVV	1	3	3	3	added	0	0	NA	0	猫, 毛, 矛, 茅, 蟊, 锚, 冇, 卯, 昴, 冒, 帽, 茂, 貌, 贸	14	39	32	5	2	x a U, i a U, t a U, Z a U, Ji a U, Xi a U, k a U, m a I, Ti a U, z a U, l a U, ti a U, P a U, p a U, S a U, Qi a U, K a U, m a N, m a n, T a U, C a U, li a U, c a U, mi a U, Pi a U, ni a U, n a U, m o U, pi a U, r a U, s a U, m a i, m a U i, y m a U, m a U u, i m a U, @ m a U, m a, a U	184922.39375	0.53	NA	NA	NA	NA	NA	NA	NA	NA
牦	added	maU	mao	m a U	maʊ	NA	m	CVV	1	3	3	3	added	0	0	NA	0	猫, 毛, 矛, 茅, 蟊, 锚, 冇, 卯, 昴, 冒, 帽, 茂, 貌, 贸	14	39	32	5	2	x a U, i a U, t a U, Z a U, Ji a U, Xi a U, k a U, m a I, Ti a U, z a U, l a U, ti a U, P a U, p a U, S a U, Qi a U, K a U, m a N, m a n, T a U, C a U, li a U, c a U, mi a U, Pi a U, ni a U, n a U, m o U, pi a U, r a U, s a U, m a i, m a U i, y m a U, m a U u, i m a U, @ m a U, m a, a U	184922.39375	0.53	NA	NA	NA	NA	NA	NA	NA	NA
髦	added	maU	mao	m a U	maʊ	NA	m	CVV	1	3	3	3	added	0	0	NA	0	猫, 毛, 矛, 茅, 蟊, 锚, 冇, 卯, 昴, 冒, 帽, 茂, 貌, 贸	14	39	32	5	2	x a U, i a U, t a U, Z a U, Ji a U, Xi a U, k a U, m a I, Ti a U, z a U, l a U, ti a U, P a U, p a U, S a U, Qi a U, K a U, m a N, m a n, T a U, C a U, li a U, c a U, mi a U, Pi a U, ni a U, n a U, m o U, pi a U, r a U, s a U, m a i, m a U i, y m a U, m a U u, i m a U, @ m a U, m a, a U	184922.39375	0.53	NA	NA	NA	NA	NA	NA	NA	NA
